name,MinorMasterId,MLBAMId,age,level,team,Position,Throws,pscore,score_p,ip,krate,bbrate,chaserate,whiffrate,zcontact,velocity,spin_rate,xwoba,woba,savant_url,UPURL
Doug Nikhazy,sa3018110,680951.0,26,AAA,0,P,L,16.99783574348541,0.27411167512690354,10.1,22.1,16.2,24.212598425196852,28.4,80.83333333333333,85.7,2210.0,0.39899999999999997,0.456,Doug-Nikhazy-680951,/players/doug-nikhazy/30142/stats/pitching
Jared Southard,sa3019951,683177.0,25,AAA,0,P,R,32.078208680353626,0.8071065989847716,51.1,19.9,9.3,29.39958592132505,26.9,83.53413654618473,90.4,2451.0,0.293,0.35,Jared-Southard-683177,/players/jared-southard/sa3019951/stats/pitching
Yunior Tur,sa3021045,814305.0,26,AAA,0,P,R,34.08135751377985,0.8565989847715736,51.0,29.5,12.0,26.96390658174097,29.8,74.46808510638297,91.7,1812.0,0.293,0.3,Yunior-Tur-814305,/players/yunior-tur/33026/stats/pitching
Raymond Burgos,sa918469,670103.0,27,AAA,0,P,L,15.806063410583045,0.22842639593908629,49.1,18.3,9.6,27.47747747747748,22.3,87.94326241134752,86.4,2123.0,0.324,0.39799999999999996,Raymond-Burgos-670103,/players/raymond-burgos/22370/stats/pitching
Hancel Rincon,sa3009629,684516.0,24,AAA,0,P,R,39.66750417792871,0.9441624365482234,51.2,27.5,11.0,33.958333333333336,28.4,85.546875,90.5,1968.0,0.29600000000000004,0.341,Hancel-Rincon-684516,/players/hancel-rincon/sa3009629/stats/pitching
Lyon Richardson,sa3007727,680689.0,26,AAA,0,P,R,27.94939538968807,0.7081218274111675,30.1,23.8,13.1,20.645161290322577,28.7,80.85106382978722,90.2,2209.0,0.299,0.313,Lyon-Richardson-680689,/players/lyon-richardson/24581/stats/pitching
Noah Song,sa3011695,679977.0,29,AAA,0,P,R,13.189003208645534,0.1434010152284264,42.2,19.9,14.1,22.71714922048998,25.6,83.01886792452831,87.9,2335.0,0.35100000000000003,0.366,Noah-Song-679977,/players/noah-song/sa3011695/stats/pitching
Scott Blewett,sa828695,656240.0,30,AAA,0,P,R,21.89370032028897,0.48350253807106597,48.2,27.9,8.7,32.30769230769231,33.2,80.6083650190114,89.5,1993.0,0.306,0.371,Scott-Blewett-656240,/players/scott-blewett/16427/stats/pitching
Jose Franco,sa3008714,683742.0,25,AAA,0,P,R,36.63005230101868,0.8984771573604061,49.2,24.3,11.9,33.11546840958606,30.9,81.45454545454545,90.5,2301.0,0.304,0.311,Jose-Franco-683742,/players/jose-franco/27014/stats/pitching
Andrew Pérez,sa3006640,680970.0,28,AAA,0,P,L,19.46994730268321,0.3895939086294416,42.2,22.5,16.3,27.0,30.8,81.73515981735159,89.5,2068.0,0.32,0.381,Andrew-Pérez-680970,/players/andrew-prez/sa3006640/stats/pitching
Jerming Rosario,sa3008678,682645.0,24,AAA,0,P,R,30.56728556311262,0.766497461928934,42.1,28.5,16.6,21.28146453089245,29.4,77.86885245901641,91.2,2470.0,0.318,0.34,Jerming-Rosario-682645,/players/jerming-rosario/sa3008678/stats/pitching
Jack Weisenburger,sa3011607,674073.0,28,AAA,0,P,R,16.283418700916847,0.2436548223350254,47.1,20.2,12.2,24.703087885985752,20.5,86.77042801556419,89.5,2224.0,0.314,0.34700000000000003,Jack-Weisenburger-674073,/players/john-weisenburger/sa3011607/stats/pitching
Chase Solesky,sa3009940,686678.0,28,AAA,0,P,R,16.715258237150266,0.25888324873096447,48.2,22.5,8.5,26.098191214470287,21.3,87.22627737226276,88.5,1927.0,0.305,0.361,Chase-Solesky-686678,/players/chase-solesky/25480/stats/pitching
Mitch Bratt,sa3017719,683352.0,23,AAA,0,P,L,34.636802482088626,0.8730964467005076,52.1,25.5,7.0,27.440633245382585,22.5,82.2695035460993,87.1,2287.0,0.258,0.242,Mitch-Bratt-683352,/players/mitch-bratt/30003/stats/pitching
Logan Gillaspie,sa3008386,670810.0,29,AAA,0,P,R,17.11795696018993,0.27918781725888325,46.1,19.2,9.1,28.808864265927983,23.1,82.31511254019294,88.7,2058.0,0.316,0.389,Logan-Gillaspie-670810,/players/logan-gillaspie/22461/stats/pitching
Jack Ralston,sa3011296,667652.0,28,AAA,0,P,R,23.56425254532877,0.5558375634517766,51.2,33.0,9.1,27.10706150341686,35.8,73.44398340248965,85.6,1579.0,0.26,0.225,Jack-Ralston-667652,/players/jack-ralston/sa3011296/stats/pitching
Kolby Allard,sa874245,663465.0,28,AAA,0,P,L,17.069564681269924,0.2779187817258883,30.2,21.4,5.6,31.266149870801037,20.2,86.59420289855072,84.5,1864.0,0.28,0.32299999999999995,Kolby-Allard-663465,/players/kolby-allard/18694/stats/pitching
Andrew Wantz,sa3006703,681806.0,30,AAA,0,P,R,13.883439651742261,0.1598984771573604,23.0,20.9,11.8,24.940617577197145,28.2,79.23728813559322,88.7,2384.0,0.331,0.34600000000000003,Andrew-Wantz-681806,/players/andrew-wantz/24933/stats/pitching
Cameron Weston,sa3020528,687721.0,25,AAA,0,P,R,28.932382019079213,0.733502538071066,39.0,27.2,13.3,27.35632183908046,31.7,80.63063063063062,83.2,2029.0,0.348,0.402,Cameron-Weston-687721,/players/cameron-weston/31696/stats/pitching
Will Sanders,sa3023508,691739.0,24,AAA,0,P,R,39.24635948764156,0.9365482233502538,48.1,26.2,8.4,34.589800443458984,31.9,82.64462809917356,88.1,2063.0,0.289,0.317,Will-Sanders-691739,/players/william-sanders/sa3023508/stats/pitching
Coleman Crow,sa3015142,689441.0,25,AAA,0,P,R,26.881498808222236,0.6713197969543148,47.1,25.8,10.3,29.1358024691358,25.5,82.97872340425532,84.8,2774.0,0.314,0.303,Coleman-Crow-689441,/players/coleman-crow/27926/stats/pitching
Ryan Miller,sa3008035,668943.0,30,AAA,0,P,R,8.808457298629332,0.04314720812182741,42.0,13.2,11.2,21.525885558583106,18.9,85.61643835616438,87.8,2148.0,0.32799999999999996,0.387,Ryan-Miller-668943,/players/ryan-miller/22187/stats/pitching
Devereaux Harrison,sa3020259,687288.0,25,AAA,0,P,R,23.51945145956782,0.5545685279187818,44.2,17.8,13.2,22.380952380952387,28.7,77.7327935222672,87.0,2297.0,0.325,0.326,Devereaux-Harrison-687288,/players/devereaux-harrison/sa3020259/stats/pitching
Mason Barnett,sa3020622,686930.0,25,AAA,0,P,R,23.494940462624932,0.5520304568527918,45.2,21.3,13.2,22.769953051643192,22.6,86.58008658008656,90.6,2258.0,0.318,0.326,Mason-Barnett-686930,/players/mason-barnett/31741/stats/pitching
Ty Johnson,sa3023410,694494.0,24,AAA,0,P,R,44.285269829575405,0.9809644670050761,49.1,33.0,9.8,35.175879396984925,33.9,78.27715355805243,88.4,2553.0,0.23,0.259,Ty-Johnson-694494,/players/ty-johnson/sa3023410/stats/pitching
Julian Aguiar,sa3017763,687924.0,25,AAA,0,P,R,27.974973722036687,0.7093908629441624,43.1,22.1,14.4,29.51219512195122,26.9,81.96078431372548,86.8,2014.0,0.33,0.35100000000000003,Julian-Aguiar-687924,/players/julian-aguiar/30031/stats/pitching
Adisyn Coffey,sa3014738,676249.0,27,AAA,0,P,R,30.5556923151917,0.7652284263959391,44.1,22.7,11.3,29.318181818181817,32.9,77.37556561085974,90.0,2207.0,0.295,0.342,Adisyn-Coffey-676249,/players/adisyn-coffey/sa3014738/stats/pitching
Connor Noland,sa3020834,690939.0,27,AAA,0,P,R,13.328286725300519,0.15101522842639595,48.0,14.3,9.5,27.061855670103093,19.4,91.42857142857143,86.0,2190.0,0.33,0.36,Connor-Noland-690939,/players/connor-noland/sa3020834/stats/pitching
Justin Meis,sa3017207,701568.0,26,AAA,0,P,R,22.10235173570598,0.48984771573604063,44.2,21.1,17.0,23.690205011389523,27.0,81.53153153153153,91.5,2384.0,0.33899999999999997,0.303,Justin-Meis-701568,/players/justin-meis/sa3017207/stats/pitching
Xzavion Curry,sa3014790,675540.0,27,AAA,0,P,R,14.346577772651735,0.18274111675126903,49.1,15.3,5.7,29.455445544554447,21.6,86.61710037174721,84.1,2199.0,0.33799999999999997,0.353,Xzavion-Curry-675540,/players/xzavion-curry/25595/stats/pitching
Christian Herberholz,sa3066289,815179.0,25,AAA,0,P,R,14.95766210139323,0.20812182741116753,43.2,19.0,10.3,24.20212765957447,17.1,88.98305084745762,88.1,1984.0,0.34600000000000003,0.358,Christian-Herberholz-815179,/players/christian-herberholz/sa3066289/stats/pitching
Emiliano Teodo,sa3015158,693713.0,25,AAA,0,P,R,34.406555541713026,0.866751269035533,40.2,28.1,18.9,28.442437923250562,33.7,77.7777777777778,94.5,2345.0,0.313,0.316,Emiliano-Teodo-693713,/players/emiliano-teodo/27999/stats/pitching
Ethan Routzahn,sa3017206,701240.0,28,AAA,0,P,R,11.375517250550713,0.10025380710659898,45.1,17.7,14.6,20.051413881748072,22.7,82.84518828451883,86.1,2049.0,0.326,0.32,Ethan-Routzahn-701240,/players/ethan-routzahn/sa3017206/stats/pitching
Chase Petty,sa3017963,695534.0,23,AAA,0,P,R,33.944285677953296,0.8553299492385786,44.1,23.4,9.6,27.70780856423174,27.7,83.46456692913384,90.6,2065.0,0.34600000000000003,0.354,Chase-Petty-695534,/players/chase-petty/30170/stats/pitching
Zach Messinger,sa3018093,684725.0,26,AAA,0,P,R,22.816325837688023,0.5190355329949239,47.2,18.6,12.3,25.706940874035986,22.2,85.59670781893004,90.4,2362.0,0.309,0.267,Zach-Messinger-684725,/players/zachary-messinger/sa3018093/stats/pitching
Jack Sinclair,sa3017596,695378.0,27,AAA,0,P,R,23.298085952234864,0.5406091370558376,41.1,25.5,12.8,22.63157894736842,24.9,83.26359832635984,89.6,2251.0,0.32799999999999996,0.311,Jack-Sinclair-695378,/players/jack-sinclair/sa3017596/stats/pitching
Victor Mederos,sa3020173,682989.0,25,AAA,0,P,R,29.555532975935197,0.7423857868020305,40.1,20.3,11.5,27.696078431372552,23.6,85.18518518518519,92.1,2366.0,0.318,0.344,Victor-Mederos-682989,/players/victor-mederos/31533/stats/pitching
Ty Madden,sa3018141,680744.0,26,AAA,0,P,R,18.684947871180185,0.35152284263959394,42.0,15.9,13.8,26.107226107226104,24.2,85.1063829787234,88.4,2243.0,0.34,0.358,Ty-Madden-680744,/players/ty-madden/30140/stats/pitching
Jackson Kent,sa3035282,800600.0,23,AAA,0,P,L,44.436635153029286,0.983502538071066,48.0,26.5,7.1,32.839506172839506,31.8,83.40425531914894,88.4,2106.0,0.26,0.29600000000000004,Jackson-Kent-800600,/players/jackson-kent/sa3035282/stats/pitching
Misael Tamarez,sa3009632,685377.0,26,AAA,0,P,R,20.46374060716488,0.43274111675126903,41.0,17.9,16.3,23.558897243107772,25.9,80.57851239669421,92.0,2190.0,0.341,0.38,Misael-Tamarez-685377,/players/misael-tamarez/sa3009632/stats/pitching
Tommy Mace,sa3018140,676390.0,27,AAA,0,P,R,10.278820425100553,0.06852791878172589,40.1,15.9,18.5,19.51807228915663,20.7,86.76470588235294,88.7,2217.0,0.36200000000000004,0.385,Tommy-Mace-676390,/players/thomas-mace/sa3018140/stats/pitching
Ben Sears,sa3020178,700786.0,26,AAA,0,P,R,22.57542211039365,0.5101522842639594,45.1,20.1,8.5,23.770491803278688,21.3,83.40080971659918,87.9,2176.0,0.317,0.35100000000000003,Ben-Sears-700786,/players/benjamin-sears/sa3020178/stats/pitching
Trent Baker,sa3017504,694536.0,27,AAA,0,P,R,22.517045184404058,0.5063451776649747,41.1,18.3,8.9,27.24867724867725,23.9,80.0,92.2,2253.0,0.34700000000000003,0.37200000000000005,Trent-Baker-694536,/players/trent-baker/sa3017504/stats/pitching
Seth Lonsway,sa3017857,675920.0,27,AAA,0,P,L,9.639635083751731,0.050761421319796954,42.2,12.7,13.2,22.36180904522613,20.4,85.0,87.9,2042.0,0.373,0.37,Seth-Lonsway-675920,/players/seth-lonsway/sa3017857/stats/pitching
Zach McCambley,sa3014478,685112.0,27,AAA,0,P,R,35.00873222959247,0.8807106598984772,17.2,30.3,12.4,25.12953367875648,40.5,73.20574162679426,89.6,2630.0,0.29100000000000004,0.299,Zach-McCambley-685112,/players/zach-mccambley/27666/stats/pitching
Devin Sweet,sa3008340,682967.0,29,AAA,0,P,R,11.265700931994958,0.09517766497461928,41.2,18.4,12.1,27.70448548812665,23.9,84.46215139442229,85.2,2102.0,0.35200000000000004,0.37200000000000005,Devin-Sweet-682967,/players/devin-sweet/25348/stats/pitching
Hunter Barco,sa3022409,682995.0,25,AAA,0,P,L,27.721099212371048,0.7017766497461929,41.2,25.5,10.1,27.595628415300546,24.3,82.85714285714286,88.5,2173.0,0.33399999999999996,0.324,Hunter-Barco-682995,/players/hunter-barco/33174/stats/pitching
Tyler Mattison,sa3018117,694331.0,26,AAA,0,P,R,22.433853640576686,0.5050761421319797,38.0,28.0,18.9,24.04761904761905,28.1,74.6268656716418,89.5,2381.0,0.304,0.315,Tyler-Mattison-694331,/players/tyler-mattison/sa3018117/stats/pitching
Easton McGee,sa917971,668834.0,28,AAA,0,P,R,19.18335912015344,0.3769035532994924,41.2,23.2,8.6,33.888888888888886,23.5,83.75,86.6,2324.0,0.335,0.349,Easton-McGee-668834,/players/easton-mcgee/22176/stats/pitching
Yilber Díaz,sa3016055,700270.0,25,AAA,0,P,R,33.914715881505465,0.8540609137055838,32.0,29.1,14.9,29.11694510739857,32.2,81.09452736318406,91.1,2418.0,0.285,0.34,Yilber-Díaz-700270,/players/yilber-diaz/29271/stats/pitching
Gerardo Carrillo,sa3002790,672629.0,27,AAA,0,P,R,26.15615133872666,0.6434010152284264,43.1,30.8,14.1,28.223844282238442,33.2,78.15533980582524,90.9,2198.0,0.325,0.307,Gerardo-Carrillo-672629,/players/gerardo-carrillo/sa3002790/stats/pitching
JR Ritchie,sa3020395,702275.0,23,AAA,0,P,R,28.939318127237378,0.7373096446700508,44.2,23.0,12.0,27.202072538860108,25.0,84.65116279069768,89.2,2297.0,0.326,0.29100000000000004,JR-Ritchie-702275,/players/jr-ritchie/31760/stats/pitching
Kaleb Bowman,sa3020745,689337.0,29,AAA,0,P,R,12.379069639564932,0.116751269035533,35.1,20.2,16.0,21.96382428940568,26.9,76.23318385650224,86.8,2225.0,0.34,0.369,Kaleb-Bowman-689337,/players/kaleb-bowman/sa3020745/stats/pitching
Carlos Duran,sa3006404,679922.0,24,AAA,0,P,R,42.340150664248185,0.9631979695431472,38.0,31.8,14.5,30.123456790123463,32.3,80.31914893617021,91.4,2404.0,0.294,0.29,Carlos-Duran-679922,/players/carlos-duran/24458/stats/pitching
Justin Yeager,sa3010825,687866.0,28,AAA,0,P,R,12.779908165719359,0.12944162436548223,40.0,17.2,14.5,26.95214105793451,24.6,85.65217391304348,89.5,2279.0,0.377,0.426,Justin-Yeager-687866,/players/justin-yeager/sa3010825/stats/pitching
Houston Harding,sa3017820,699613.0,28,AAA,0,P,L,13.026633897533696,0.13451776649746192,38.0,10.9,13.7,24.56575682382134,23.7,84.1880341880342,86.3,2020.0,0.408,0.397,Houston-Harding-699613,/players/charles-harding/sa3017820/stats/pitching
Enoli Paredes,sa920300,660600.0,30,AAA,0,P,R,11.434787214201286,0.10152284263959391,37.2,19.9,17.5,24.681933842239186,23.9,81.81818181818183,90.4,2437.0,0.354,0.37799999999999995,Enoli-Paredes-660600,/players/enoli-paredes/20447/stats/pitching
Justin Dunn,sa738718,643290.0,30,AAA,0,P,R,10.13287055387286,0.06472081218274112,34.2,18.0,15.0,21.428571428571427,23.1,82.52427184466019,88.9,2368.0,0.33899999999999997,0.381,Justin-Dunn-643290,/players/justin-dunn/19268/stats/pitching
Houston Roth,sa3011527,674175.0,28,AAA,0,P,R,25.33262903577711,0.6192893401015228,41.0,28.7,10.3,25.833333333333336,29.8,77.25321888412017,87.2,2063.0,0.267,0.32899999999999996,Houston-Roth-674175,/players/houston-roth/sa3011527/stats/pitching
Isaiah Campbell,sa3014432,663462.0,28,AAA,0,P,R,15.424559917987313,0.22208121827411167,34.1,22.1,9.3,29.49061662198391,22.8,86.1607142857143,91.0,2385.0,0.344,0.41700000000000004,Isaiah-Campbell-663462,/players/isaiah-campbell/25551/stats/pitching
Josh White,sa3019953,687985.0,25,AAA,0,P,R,37.46140448950041,0.9098984771573604,42.2,29.4,13.5,26.972010178117053,29.5,77.1689497716895,88.3,2090.0,0.28800000000000003,0.26899999999999996,Josh-White-687985,/players/josh-white/31738/stats/pitching
Tate Kuehner,sa3023099,804249.0,25,AAA,0,P,L,30.653157131555012,0.7741116751269036,40.1,21.5,11.3,27.204030226700247,29.9,79.47368421052632,88.1,2154.0,0.326,0.33399999999999996,Tate-Kuehner-804249,/players/tate-kuehner/sa3023099/stats/pitching
Bradley Hanner,sa3010837,690440.0,27,AAA,0,P,R,27.406321257745585,0.6916243654822335,41.2,30.8,9.9,24.858757062146893,29.4,77.27272727272727,89.1,2653.0,0.254,0.247,Bradley-Hanner-690440,/players/bradley-hanner/sa3010837/stats/pitching
Gage Jump,sa3034986,695611.0,23,AAA,0,P,L,44.820045075227654,0.9873096446700508,38.0,33.3,12.1,23.714285714285715,31.8,75.81967213114754,90.8,2285.0,0.292,0.34299999999999997,Gage-Jump-695611,/players/gage-jump/35418/stats/pitching
Ethan Bosacker,sa3023163,815073.0,25,AAA,0,P,R,20.6603511803562,0.43908629441624364,38.0,17.3,12.8,25.192802056555273,24.6,80.71748878923765,85.6,2053.0,0.32799999999999996,0.37,Ethan-Bosacker-815073,/players/ethan-bosacker/sa3023163/stats/pitching
Génesis Cabrera,sa828534,650893.0,29,AAA,0,P,L,16.983278784387572,0.27284263959390864,19.0,23.3,14.0,31.786542923433878,29.8,81.86813186813188,89.5,2166.0,0.331,0.391,Génesis-Cabrera-650893,/players/genesis-cabrera/17490/stats/pitching
Antoine Kelly,sa3011135,681520.0,26,AAA,0,P,L,23.59459744840152,0.5571065989847716,16.1,22.9,14.7,23.056300268096514,24.4,82.48847926267281,91.6,2318.0,0.3,0.304,Antoine-Kelly-681520,/players/antoine-kelly/sa3011135/stats/pitching
Joe Boyle,sa3014498,671212.0,26,AAA,0,P,R,31.81954211379845,0.8020304568527918,32.2,27.6,17.6,21.095890410958905,31.1,75.11961722488039,94.0,2555.0,0.313,0.371,Joe-Boyle-671212,/players/joe-boyle/29608/stats/pitching
Zach Franklin,sa3022735,702103.0,27,AAA,0,P,R,34.31627433757484,0.8642131979695431,42.1,31.0,6.3,37.105263157894726,33.8,76.8,89.6,2211.0,0.27699999999999997,0.342,Zach-Franklin-702103,/players/zachary-franklin/sa3022735/stats/pitching
Wyatt Olds,sa3017539,681544.0,26,AAA,0,P,R,31.687376256208896,0.7982233502538071,40.0,36.3,12.9,29.076086956521745,35.6,76.08695652173914,92.3,2372.0,0.267,0.27899999999999997,Wyatt-Olds-681544,/players/christopher-olds/sa3017539/stats/pitching
Luis Gastelum,sa3020964,703725.0,24,AAA,0,P,R,37.478155593624585,0.9111675126903553,43.2,28.2,9.8,32.45382585751979,33.3,77.11442786069652,87.3,2062.0,0.26,0.243,Luis-Gastelum-703725,/players/luis-gastelum/33027/stats/pitching
Ty Langenberg,sa3023101,807716.0,24,AAA,0,P,R,26.416100963901748,0.6586294416243654,37.1,19.9,9.4,29.56989247311828,23.1,86.34361233480178,86.8,2226.0,0.305,0.369,Ty-Langenberg-807716,/players/ty-langenberg/sa3023101/stats/pitching
Helcris Olivárez,sa3002965,672487.0,25,AAA,0,P,L,16.311156597403606,0.24492385786802032,31.2,19.9,27.6,18.024691358024693,22.5,84.43113772455091,93.6,2127.0,0.39,0.382,Helcris-Olivárez-672487,/players/helcris-olivarez/sa3002965/stats/pitching
Trey Gibson,sa3023250,694346.0,24,AAA,0,P,R,33.5177898531387,0.8477157360406091,42.0,22.0,11.5,27.945205479452056,26.8,85.11627906976744,89.8,2161.0,0.295,0.319,Trey-Gibson-694346,/players/trey-gibson/33794/stats/pitching
Jack Leftwich,sa3018169,676393.0,27,AAA,0,P,R,19.62801418828329,0.39720812182741116,40.0,15.3,6.8,29.344729344729338,22.7,84.16666666666667,88.3,2039.0,0.319,0.348,Jack-Leftwich-676393,/players/jack-leftwich/sa3018169/stats/pitching
Parker Mushinski,sa873283,656786.0,30,AAA,0,P,L,15.995069460120785,0.23223350253807107,42.0,23.4,8.8,30.62330623306233,27.3,82.48847926267281,86.9,2500.0,0.294,0.31,Parker-Mushinski-656786,/players/parker-mushinski/21324/stats/pitching
Jake Miller,sa3018171,681313.0,26,AAA,0,P,R,19.70639510850414,0.4010152284263959,40.0,20.6,15.0,23.69146005509642,26.6,82.93838862559242,86.1,2043.0,0.313,0.37200000000000005,Jake-Miller-681313,/players/jake-miller/sa3018171/stats/pitching
Miguel Cienfuegos,sa3020816,800550.0,29,AAA,0,P,L,16.739572108576052,0.2614213197969543,36.2,20.0,11.2,28.57142857142857,25.0,82.11009174311927,90.0,1881.0,0.37,0.4,Miguel-Cienfuegos-800550,/players/miguel-cienfuegos/sa3020816/stats/pitching
Eduardo Rivera,sa3017951,700842.0,23,AAA,0,P,L,44.20968224055739,0.9796954314720813,38.0,28.9,13.2,32.281553398058264,34.1,79.00552486187846,89.3,2083.0,0.322,0.285,Eduardo-Rivera-700842,/players/eduardo-rivera/31280/stats/pitching
Collin Snider,sa3004093,676092.0,30,AAA,0,P,R,9.88673213319728,0.0583756345177665,36.0,18.5,9.6,29.120879120879124,25.5,84.7222222222222,88.4,2678.0,0.402,0.47700000000000004,Collin-Snider-676092,/players/collin-snider/23307/stats/pitching
Hayden Harris,sa3019913,802686.0,27,AAA,0,P,L,18.612951876567678,0.3464467005076142,34.2,28.4,19.1,21.76308539944904,29.0,74.01960784313727,88.8,2194.0,0.33799999999999997,0.35200000000000004,Hayden-Harris-802686,/players/hayden-harris/31913/stats/pitching
Luis Guerrero,sa3018288,692285.0,25,AAA,0,P,R,26.059610270519013,0.6395939086294417,37.0,18.3,13.0,25.815217391304344,27.2,80.0,90.2,2264.0,0.37,0.39799999999999996,Luis-Guerrero-692285,/players/luis-guerrero/31184/stats/pitching
Brandon White,sa3020589,681449.0,26,AAA,0,P,R,35.8413820454959,0.8883248730964467,38.2,28.4,8.3,26.984126984126984,29.1,75.72463768115942,89.9,2041.0,0.29100000000000004,0.35700000000000004,Brandon-White-681449,/players/brandon-white/sa3020589/stats/pitching
Zach Penrod,sa3008524,683068.0,29,AAA,0,P,L,21.201406379117653,0.4619289340101523,39.2,21.9,16.3,27.08333333333333,29.2,80.09478672985783,90.8,2206.0,0.34,0.344,Zach-Penrod-683068,/players/zach-penrod/25368/stats/pitching
Troy Watson,sa3007249,681890.0,29,AAA,0,P,R,15.12910620700463,0.2131979695431472,46.0,16.8,7.6,29.44297082228117,21.5,86.44859813084112,88.8,2285.0,0.311,0.294,Troy-Watson-681890,/players/troy-watson/sa3007249/stats/pitching
Jack Little,sa1115817,669193.0,28,AAA,0,P,R,24.02591385102296,0.5799492385786802,41.1,24.0,8.4,28.24207492795389,27.0,80.42553191489363,89.1,2097.0,0.29100000000000004,0.303,Jack-Little-669193,/players/jack-little/26152/stats/pitching
Ronan Kopp,sa3017751,691947.0,23,AAA,0,P,L,21.46315718342512,0.46954314720812185,32.1,19.6,20.9,23.9247311827957,26.2,82.10526315789474,92.5,2402.0,0.336,0.37799999999999995,Ronan-Kopp-691947,/players/ronan-kopp/sa3017751/stats/pitching
Ryan Gusto,sa3011818,687473.0,27,AAA,0,P,R,32.854041326156484,0.8350253807106599,44.2,27.7,9.0,32.236842105263165,26.3,81.54506437768241,89.9,2331.0,0.258,0.297,Ryan-Gusto-687473,/players/ryan-gusto/26440/stats/pitching
