Name,POS,Average,Median,Minimum,Maximum,Last 10,Roster%,norm
Vaughn Grissom LAA,1B/2B/SS/3B,1.6,1.0,1,9,1.4,25.291%,vaughn grissom
Samy Natera Jr. LAA,RP,1.59,1.0,1,5,1.9,10.756%,samy natera
Kevin Ginkel ARI,RP,1.59,1.0,1,16,1.1,25.581%,kevin ginkel
Masataka Yoshida BOS,OF,1.59,1.0,1,6,1.2,18.314%,masataka yoshida
Dominic Smith ATL,1B/OF,1.58,1.0,1,4,1.6,21.512%,dominic smith
Eduard Bazardo SEA,RP,1.58,1.0,1,5,1.0,52.326%,eduard bazardo
Seaver King WSN AAA,SS,1.58,1.0,1,6,1.9,26.163%,seaver king wsn
Brooks Raley NYM,RP,1.58,1.0,1,5,1.4,46.512%,brooks raley
Shawn Armstrong CLE,RP,1.57,1.0,1,6,1.4,14.244%,shawn armstrong
Jimmy Herget COL,RP,1.57,1.0,1,4,1.8,2.035%,jimmy herget
Hunter Dobbins STL,SP,1.57,1.0,1,3,1.8,2.035%,hunter dobbins
Tyler Bremner LAA A+,SP,1.57,1.0,1,5,1.8,27.616%,tyler bremner laa
Tyler Alexander TEX,SP/RP,1.56,1.0,1,5,1.1,14.535%,tyler alexander
Bryan Torres STL,2B/OF,1.56,1.0,1,4,1.1,2.616%,bryan torres
Sung-Mun Song SDP,2B/SS/3B,1.56,1.0,1,5,1.5,2.616%,sung mun song
A.J. Minter NYM,RP,1.55,1.0,1,5,1.8,36.047%,a j minter
Jack Kochanowicz LAA,SP,1.54,1.0,1,4,1.7,7.558%,jack kochanowicz
Tyron Guerrero BOS,RP,1.54,1.0,1,5,1.8,36.919%,tyron guerrero
Gage Wood PHI AA,SP,1.53,1.0,1,4,2.5,21.802%,gage wood phi
Jonathan Loaisiga ARI,RP,1.53,1.0,1,5,1.6,9.302%,jonathan loaisiga
Keibert Ruiz WSN,C,1.53,1.0,1,9,1.5,65.116%,keibert ruiz
Randy Rodriguez SFG,RP,1.53,1.0,1,5,1.5,39.535%,randy rodriguez
Spencer Miles TOR,RP,1.53,1.0,1,7,1.2,35.174%,spencer miles
Nathan Lukes TOR,OF,1.52,1.0,1,5,1.4,6.105%,nathan lukes
Josh Bell MIN,1B,1.52,1.0,1,9,1.1,30.523%,josh bell
Joey Wiemer WSN AAA,OF,1.52,1.0,1,5,2.2,6.105%,joey wiemer wsn
Luis Hernandez SFG CPX,SS,1.52,1.0,1,4,1.7,7.849%,luis hernandez sfg
Tyler Phillips MIA,SP/RP,1.51,1.0,1,4,1.9,10.174%,tyler phillips
Martin Perez ATL,SP,1.51,1.0,1,7,1.1,17.151%,martin perez
Brody Hopkins TBR AAA,SP,1.51,1.0,1,5,1.2,26.453%,brody hopkins tbr
Tyler Tolbert KCR,SS/OF/RP,1.5,1.0,1,5,1.2,6.977%,tyler tolbert
Bo Naylor CLE AAA,C,1.5,1.0,1,4,2.0,2.907%,bo naylor cle
Rintaro Sasaki,Util,1.5,1.5,1,2,1.5,0.581%,rintaro sasaki
Hao-Yu Lee DET,2B/3B,1.5,1.5,1,2,1.2,0.581%,hao yu lee
Enmanuel De Jesus DET AAA,RP,1.5,1.5,1,2,1.11,0.581%,enmanuel de jesus det
Franco Aleman CLE,RP,1.5,1.5,1,2,1.2,1.163%,franco aleman
LaMonte Wade Jr. HOU,1B/OF,1.5,1.0,1,3,1.1,1.163%,lamonte wade
Nelson Velazquez STL,OF,1.5,1.0,1,5,1.5,3.488%,nelson velazquez
Austin Warren NYM,RP,1.5,1.5,1,2,1.2,0.581%,austin warren
Gage Workman DET AAA,SS/3B/OF,1.5,1.0,1,3,2.7,1.744%,gage workman det
Cody Bradford TEX,RP,1.5,1.0,1,8,1.1,4.07%,cody bradford
Ryan Mountcastle BAL,1B,1.5,1.0,1,5,1.3,2.326%,ryan mountcastle
George Klassen LAA AAA,SP/RP,1.5,1.0,1,4,1.3,1.744%,george klassen laa
Jaison Chourio CLE AA,OF,1.5,1.5,1,2,1.2,4.07%,jaison chourio cle
Kendall George LAD AA,OF,1.5,1.5,1,2,1.2,0.581%,kendall george lad
Eric Orze MIN AAA,RP,1.5,1.0,1,3,1.0,1.163%,eric orze min
Victor Bericoto SFG,1B/OF,1.5,1.0,1,4,1.1,2.907%,victor bericoto
John Rave KCR AAA,OF,1.5,1.5,1,2,1.2,0.581%,john rave kcr
Eduardo Tait MIN A+,C,1.5,1.5,1,2,1.4,0.581%,eduardo tait min
Alek Thomas LAD AAA,OF,1.5,1.0,1,3,1.1,1.163%,alek thomas lad
Jose Tena WSN,2B/3B,1.5,1.0,1,3,1.1,1.163%,jose tena
Owen Murphy ATL,SP/RP,1.49,1.0,1,6,1.1,14.244%,owen murphy
Patrick Sandoval BOS,SP/RP,1.49,1.0,1,5,1.2,13.081%,patrick sandoval
Andrew Alvarez WSN,SP/RP,1.49,1.0,1,5,1.2,19.767%,andrew alvarez
Jacob Young WSN,OF,1.48,1.0,1,5,1.1,12.791%,jacob young
Derek Curiel,Util,1.47,1.0,1,4,1.2,4.942%,derek curiel
Anthony Kay CHW,SP,1.47,1.0,1,7,1.1,9.302%,anthony kay
Jack Wenninger NYM AAA,SP/RP,1.46,1.0,1,5,1.6,18.314%,jack wenninger nym
AJ Blubaugh HOU,SP/RP,1.46,1.0,1,3,1.3,6.977%,aj blubaugh
Brad Lord WSN,SP/RP,1.45,1.0,1,4,1.1,5.814%,brad lord
Hunter Harvey CHC,RP,1.45,1.0,1,4,1.9,19.477%,hunter harvey
Kemp Alderman MIA AAA,OF,1.44,1.0,1,3,1.3,2.616%,kemp alderman mia
Chris Hacopian,Util,1.44,1.0,1,3,1.6,2.616%,chris hacopian
Luinder Avila KCR,SP/RP,1.44,1.0,1,4,1.2,4.651%,luinder avila
Brandon Valenzuela TOR,C,1.44,1.0,1,4,1.4,11.337%,brandon valenzuela
Joseph Dzierwa BAL AA,SP,1.43,1.0,1,7,1.4,22.093%,joseph dzierwa bal
JoJo Parker TOR A,SS,1.43,1.0,1,4,1.3,12.209%,jojo parker tor a
Yohandy Morales WSN AAA,1B/3B,1.43,1.0,1,6,1.2,10.174%,yohandy morales wsn
Drew Pomeranz CHC,RP,1.43,1.0,1,4,1.5,2.035%,drew pomeranz
Jonny Deluca TBR,OF,1.43,1.0,1,3,1.1,2.035%,jonny deluca
Jared Koenig MIL,RP,1.42,1.0,1,5,1.0,6.977%,jared koenig
Gabriel Hughes COL,SP/RP,1.4,1.0,1,2,1.3,2.907%,gabriel hughes
Isaac Mattson PIT,RP,1.4,1.0,1,2,1.0,1.453%,isaac mattson
Tyler Callihan PIT,OF,1.4,1.0,1,4,2.2,2.907%,tyler callihan
Alan Roden MIN,OF,1.4,1.0,1,3,1.1,1.453%,alan roden
Sam Bachman LAA,RP,1.39,1.0,1,4,1.8,19.186%,sam bachman
Yohendrick Pinango TOR,OF,1.39,1.0,1,3,1.4,8.14%,yohendrick pinango
Max Anderson DET AAA,2B/3B,1.38,1.0,1,3,1.4,8.43%,max anderson det
Nolan Perry TOR AA,SP,1.38,1.0,1,3,1.3,2.326%,nolan perry tor
Tobias Myers NYM AAA,SP/RP,1.38,1.0,1,3,1.3,2.326%,tobias myers nym
Jorge Mateo ATL,2B/SS/OF,1.36,1.0,1,4,1.4,3.198%,jorge mateo
Donovan Walton ATH,2B/SS/3B/OF,1.35,1.0,1,3,1.1,5.814%,donovan walton
Steven Okert HOU,RP,1.35,1.0,1,3,1.1,23.547%,steven okert
Grant Wolfram BAL,RP,1.34,1.0,1,3,1.2,21.512%,grant wolfram
Elian Peña NYM A,SS,1.33,1.0,1,2,1.1,1.744%,elian pena nym a
Demetrio Crisantes ARI AAA,2B,1.33,1.0,1,3,1.5,1.744%,demetrio crisantes ari
Josh Ekness MIA,RP,1.33,1.0,1,2,1.1,0.872%,josh ekness
AJ Gracia,Util,1.33,1.0,1,2,1.33,0.872%,aj gracia
Roldy Brito COL A+,2B/OF,1.33,1.0,1,3,1.29,1.744%,roldy brito col
Jacob Melton TBR AAA,OF,1.33,1.0,1,4,1.3,13.081%,jacob melton tbr
Patrick Corbin TOR,SP,1.33,1.0,1,2,1.5,0.872%,patrick corbin
Jackson Ferris LAD AAA,SP,1.33,1.0,1,2,1.1,0.872%,jackson ferris lad
Luis Gastelum STL,RP,1.33,1.0,1,2,1.25,0.872%,luis gastelum
Bishop Letson MIL AA,SP,1.33,1.0,1,2,1.11,0.872%,bishop letson mil
Ryan Rolison CHC,RP,1.33,1.0,1,2,1.2,0.872%,ryan rolison
Steele Hall CIN CPX,SS,1.33,1.0,1,2,1.0,0.872%,steele hall cin
Aaron Civale CHC,SP/RP,1.33,1.0,1,2,1.6,0.872%,aaron civale
Sterlin Thompson COL AAA,OF,1.33,1.0,1,2,1.1,0.872%,sterlin thompson col
Caden Scarborough TEX A+,SP,1.33,1.0,1,2,1.22,0.872%,caden scarborough tex
Davis Schneider TOR AAA,2B/OF,1.33,1.0,1,3,1.5,2.616%,davis schneider tor
Juneiker Caceres CLE A+,OF,1.33,1.0,1,2,1.14,0.872%,juneiker caceres cle
Dylan Dodd ATL,RP,1.33,1.0,1,3,1.2,2.616%,dylan dodd
Orlando Ribalta WSN,RP,1.33,1.0,1,2,1.4,0.872%,orlando ribalta
Reed Garrett NYM,RP,1.33,1.0,1,3,1.1,1.744%,reed garrett
Drew Anderson DET,RP,1.33,1.0,1,4,1.4,11.628%,drew anderson
Andrew Benintendi CHW,OF,1.32,1.0,1,6,1.0,33.43%,andrew benintendi
Emil Morales LAD A+,SS,1.32,1.0,1,3,1.4,5.523%,emil morales lad
Joc Pederson TEX,Util,1.3,1.0,1,5,1.5,14.535%,joc pederson
Kendry Rojas MIN,SP/RP,1.3,1.0,1,2,1.4,2.907%,kendry rojas
Ethan Conrad CHC A,Util,1.3,1.0,1,3,1.3,2.907%,ethan conrad chc a
Andrew Nardi MIA,RP,1.3,1.0,1,3,1.5,2.907%,andrew nardi
Lake Bachar MIA,RP,1.3,1.0,1,3,1.2,2.907%,lake bachar
Jared Young NYM,1B/OF,1.29,1.0,1,3,1.4,6.977%,jared young
Ty Johnson TBR AAA,SP/RP,1.29,1.0,1,7,1.6,9.012%,ty johnson tbr
Michael Forret TBR AAA,SP,1.29,1.0,1,2,1.3,2.035%,michael forret tbr
Brooks Baldwin CHW,2B/SS/3B/OF,1.29,1.0,1,3,1.4,4.07%,brooks baldwin
Miguel Ullola HOU AAA,SP/RP,1.27,1.0,1,3,1.0,3.198%,miguel ullola hou
Ryan Kreidler MIN,SS/OF,1.27,1.0,1,2,1.7,3.198%,ryan kreidler
Joel Peguero SFG,RP,1.27,1.0,1,3,1.6,4.36%,joel peguero
Wilber Dotel PIT,SP/RP,1.25,1.0,1,2,1.6,2.326%,wilber dotel
Brandon Clarke STL A,SP,1.25,1.0,1,2,1.7,1.163%,brandon clarke stl a
Richard Fitts STL AAA,SP,1.25,1.0,1,2,1.5,1.163%,richard fitts stl
Cam Booser TBR,RP,1.25,1.0,1,2,1.2,1.163%,cam booser
Bo Davidson SFG AAA,OF,1.25,1.0,1,2,1.2,2.326%,bo davidson sfg
Braylon Payne MIL A+,OF,1.25,1.0,1,2,1.0,1.163%,braylon payne mil
Drew Sommers DET,RP,1.25,1.0,1,3,1.3,2.326%,drew sommers
Robert Stephenson LAA,RP,1.24,1.0,1,5,2.2,10.756%,robert stephenson
Luke Adams MIL AAA,1B/3B,1.23,1.0,1,3,1.2,3.779%,luke adams mil
Kyle Isbel KCR,OF,1.23,1.0,1,2,1.5,3.779%,kyle isbel
Tanner Houck BOS,SP,1.23,1.0,1,5,1.0,6.395%,tanner houck
Grant Anderson MIL,RP,1.22,1.0,1,2,1.2,2.616%,grant anderson
Jake Bloss TOR AAA,SP/RP,1.22,1.0,1,2,1.2,2.616%,jake bloss tor
Victor Caratini MIN,C/1B,1.22,1.0,1,3,1.1,10.465%,victor caratini
Michael Massey KCR,2B/OF,1.22,1.0,1,3,1.0,6.686%,michael massey
Wandy Peralta SDP,RP,1.2,1.0,1,2,1.1,1.453%,wandy peralta
Jovani Moran BOS,SP/RP,1.2,1.0,1,2,1.2,1.453%,jovani moran
Devin Taylor ATH AA,OF,1.2,1.0,1,2,1.3,1.453%,devin taylor ath
Eduardo Valencia DET AAA,C/1B,1.2,1.0,1,2,1.33,1.453%,eduardo valencia det
Kyson Witherspoon BOS A+,SP,1.2,1.0,1,2,1.6,1.453%,kyson witherspoon bos
Jonathan Bowlan PHI,RP,1.2,1.0,1,2,1.1,15.988%,jonathan bowlan
Jonah Heim ATH,C,1.19,1.0,1,3,1.1,9.302%,jonah heim
Nick Loftin KCR,2B/3B/OF,1.18,1.0,1,2,1.3,4.942%,nick loftin
Mason Fluharty TOR,RP,1.18,1.0,1,2,1.5,4.942%,mason fluharty
Gary Sanchez MIL,C,1.17,1.0,1,3,1.2,27.907%,gary sanchez
Angel Zerpa MIL,RP,1.17,1.0,1,2,1.1,1.744%,angel zerpa
Xavier Neyens HOU A+,3B,1.17,1.0,1,2,1.22,1.744%,xavier neyens hou
Rikuu Nishida CHW AAA,2B/OF,1.17,1.0,1,2,1.3,1.744%,rikuu nishida chw
Alimber Santa HOU AAA,RP,1.17,1.0,1,2,1.3,1.744%,alimber santa hou
Jhonny Level SFG A+,SS,1.17,1.0,1,3,1.3,5.233%,jhonny level sfg
Wei-En Lin ATH AAA,SP/RP,1.17,1.0,1,2,1.3,1.744%,wei en lin ath
Ryan Thompson ARI,RP,1.17,1.0,1,2,1.2,1.744%,ryan thompson
Miguel Amaya CHC,C,1.14,1.0,1,2,1.0,2.035%,miguel amaya
Hendry Mendez MIN AAA,OF,1.13,1.0,1,2,1.2,4.36%,hendry mendez min
LuJames Groover ARI AAA,1B/3B,1.13,1.0,1,2,1.2,2.326%,lujames groover ari
Justin Gonzales BOS A+,OF,1.13,1.0,1,2,1.1,2.326%,justin gonzales bos
Tim Hill NYY,RP,1.12,1.0,1,3,1.1,4.942%,tim hill
Isiah Kiner-Falefa BOS,2B/SS/3B,1.11,1.0,1,2,1.1,2.616%,isiah kiner falefa
Tim Tawa ARI,1B/2B/OF,1.11,1.0,1,2,1.1,2.616%,tim tawa
Zion Rose,Util,1.11,1.0,1,2,1.1,2.616%,zion rose
Taylor Clarke ARI,RP,1.11,1.0,1,2,1.0,8.14%,taylor clarke
Abimelec Ortiz WSN AAA,1B/OF,1.1,1.0,1,2,1.0,2.907%,abimelec ortiz wsn
Christopher Morel NYM AAA,1B/OF,1.09,1.0,1,2,1.0,3.198%,christopher morel nym
Tyson Hardin MIL AAA,SP,1.09,1.0,1,2,1.5,3.198%,tyson hardin mil
Ronny Cruz WSN A+,SS,1.08,1.0,1,2,1.4,3.488%,ronny cruz wsn
Mitch Bratt ARI,SP/RP,1.07,1.0,1,2,1.1,4.07%,mitch bratt
Dax Kilby NYY CPX,Util,1.06,1.0,1,2,1.0,4.942%,dax kilby nyy
Tanner McDougal CHW AAA,SP/RP,1.06,1.0,1,2,1.0,5.233%,tanner mcdougal chw
Scott Alexander KCR CPX,RP,1.0,1.0,1,1,1.0,0.291%,scott alexander kcr
Jose Suarez ATH,SP/RP,1.0,1.0,1,1,1.3,0.291%,jose suarez
Jack Suwinski LAD AAA,OF,1.0,1.0,1,1,1.2,0.291%,jack suwinski lad
Jefferson Rojas CHC AA,2B/SS/3B,1.0,1.0,1,1,1.2,3.779%,jefferson rojas chc
Jonathan Santucci NYM AA,SP,1.0,1.0,1,1,1.0,0.872%,jonathan santucci nym
Victor Mederos ATL,SP/RP,1.0,1.0,1,1,1.0,0.291%,victor mederos
Jacob Reimer NYM CPX,3B,1.0,1.0,1,1,1.1,0.291%,jacob reimer nym
Jose Butto SFG,RP,1.0,1.0,1,1,1.2,0.291%,jose butto
Nick Morabito NYM AAA,OF,1.0,1.0,1,1,1.0,0.581%,nick morabito nym
Parks Harber SFG AAA,3B/OF,1.0,1.0,1,1,1.0,0.291%,parks harber sfg
John Taylor TEX AAA,1B/2B/SS/3B,1.0,1.0,1,1,1.0,0.581%,john taylor tex
Jose Franco CIN AAA,SP/RP,1.0,1.0,1,1,1.0,0.291%,jose franco cin
Tate Southisene ATL A+,2B/SS,1.0,1.0,1,1,1.0,0.872%,tate southisene atl
Wilian Bormie TEX AAA,RP,1.0,1.0,1,1,1.0,0.291%,wilian bormie tex
Sebastian Dos Santos STL A,SS,1.0,1.0,1,1,1.0,0.291%,sebastian dos santos stl a
Taylor Walls TBR,SS,1.0,1.0,1,1,1.6,0.291%,taylor walls
Drew Romo CHW,C,1.0,1.0,1,1,1.7,1.744%,drew romo
Tony Rossi NYY AA,RP,1.0,1.0,1,1,1.0,0.291%,tony rossi nyy
Creed Willems BAL AAA,C/1B,1.0,1.0,1,1,1.0,0.291%,creed willems bal
Leody Taveras BAL,OF,1.0,1.0,1,1,1.1,4.651%,leody taveras
Ryan Fitzgerald LAD AAA,SS/3B/OF,1.0,1.0,1,1,1.0,0.581%,ryan fitzgerald lad
Griff O'Ferrall BAL AA,2B/SS,1.0,1.0,1,1,1.0,0.291%,griff o ferrall bal
Thairo Estrada,2B,1.0,1.0,1,1,1.9,0.291%,thairo estrada
Eduardo Rivera BOS,SP/RP,1.0,1.0,1,1,1.0,0.581%,eduardo rivera
JT Brubaker SFG,SP/RP,1.0,1.0,1,1,1.1,0.291%,jt brubaker
Luis Garcia FA,RP,1.0,1.0,1,1,1.0,0.291%,luis garcia
Miguel Sime Jr. WSN A+,SP,1.0,1.0,1,1,1.0,0.291%,miguel sime wsn
Kane Kepley CHC A+,OF,1.0,1.0,1,1,1.0,0.291%,kane kepley chc
George Valera CLE AAA,OF,1.0,1.0,1,1,1.5,0.872%,george valera cle
Ryan Wideman SDP A+,OF,1.0,1.0,1,1,1.0,0.291%,ryan wideman sdp
Christian Vazquez HOU,C,1.0,1.0,1,1,1.0,0.872%,christian vazquez
Michael Lorenzen COL,SP,1.0,1.0,1,1,1.1,0.872%,michael lorenzen
Juan Sanchez TOR A,SS/3B,1.0,1.0,1,1,1.0,1.163%,juan sanchez tor a
John King MIA,RP,1.0,1.0,1,1,1.3,1.744%,john king
Liam Peterson,RP,1.0,1.0,1,1,1.0,0.291%,liam peterson
Braiden Ward BOS AAA,OF,1.0,1.0,1,1,1.0,0.291%,braiden ward bos
Nicky Lopez TEX,2B/SS/3B,1.0,1.0,1,1,1.0,0.291%,nicky lopez
Justin Lebron,Util,1.0,1.0,1,1,1.0,0.291%,justin lebron
Justin Topa KCR AAA,RP,1.0,1.0,1,1,1.8,0.291%,justin topa kcr
Trevor Bauer,RP,1.0,1.0,1,1,1.3,0.291%,trevor bauer
Jackson Kent WSN AAA,SP,1.0,1.0,1,1,1.0,0.291%,jackson kent wsn
Andrew Heaney FA,SP,1.0,1.0,1,1,1.8,0.291%,andrew heaney
Nestor German BAL AAA,SP,1.0,1.0,1,1,1.0,0.581%,nestor german bal
JT Quinn BAL A+,SP,1.0,1.0,1,1,1.0,0.291%,jt quinn bal
Khristian Curtis PIT AAA,SP,1.0,1.0,1,1,1.0,0.291%,khristian curtis pit
Jose Siri LAA,OF,1.0,1.0,1,1,1.4,0.581%,jose siri
Cesar Perdomo SFG AAA,SP,1.0,1.0,1,1,1.0,0.291%,cesar perdomo sfg
Ryan Bergert KCR AAA,SP,1.0,1.0,1,1,1.9,0.872%,ryan bergert kcr
Kaleb Wing CHC A,SP,1.0,1.0,1,1,1.0,0.581%,kaleb wing chc a
Ryan Vilade TBR,1B/2B/OF,1.0,1.0,1,1,1.1,3.779%,ryan vilade
Nathan Flewelling TBR A+,C,1.0,1.0,1,1,1.33,0.872%,nathan flewelling tbr
Kala'i Rosario MIN AAA,OF,1.0,1.0,1,1,1.0,0.291%,kala i rosario min
Cal Quantrill TEX,SP/RP,1.0,1.0,1,1,1.0,0.581%,cal quantrill
Braden Nett ATH AAA,SP,1.0,1.0,1,1,1.0,0.291%,braden nett ath
Jesús Báez STL AA,SS/3B,1.0,1.0,1,1,1.38,1.163%,jesus baez stl
Porter Hodge CHC,RP,1.0,1.0,1,1,1.1,0.581%,porter hodge
Matt Gage SFG,RP,1.0,1.0,1,1,1.0,0.581%,matt gage
Tucker Musgrove SDP AA,SP/RP,1.0,1.0,1,1,1.0,0.291%,tucker musgrove sdp
Rodolfo Duran SDP,C,1.0,1.0,1,1,1.0,0.291%,rodolfo duran
Nate Eaton BOS AAA,3B/OF,1.0,1.0,1,1,1.6,0.581%,nate eaton bos
Raudi Rodriguez LAA AA,OF,1.0,1.0,1,1,1.2,0.872%,raudi rodriguez laa
Cole Sulser TBR,RP,1.0,1.0,1,1,1.6,0.872%,cole sulser
Richie Palacios TBR,2B,1.0,1.0,1,1,1.3,0.291%,richie palacios
Mike Vasil CHW,RP,1.0,1.0,1,1,1.1,1.163%,mike vasil
John Gil ATL A+,2B/SS,1.0,1.0,1,1,1.2,0.872%,john gil atl
Chas McCormick CHC AAA,OF,1.0,1.0,1,1,1.1,0.291%,chas mccormick chc
Julio Urias LAD,RP,1.0,1.0,1,1,1.1,0.291%,julio urias
Tristan Gray MIN AAA,2B/SS/3B,1.0,1.0,1,1,1.1,0.291%,tristan gray min
Ben Ross MIN AAA,SS/3B/OF,1.0,1.0,1,1,1.0,0.291%,ben ross min
Peyton Gray TEX,RP,1.0,1.0,1,1,1.13,1.163%,peyton gray
George Soriano STL,RP,1.0,1.0,1,1,1.0,1.163%,george soriano
Jake Fraley TBR,OF,1.0,1.0,1,1,1.1,0.291%,jake fraley
Jose Cabrera ARI AAA,SP/RP,1.0,1.0,1,1,1.0,0.291%,jose cabrera ari
Brennen Davis SEA AAA,OF,1.0,1.0,1,1,1.3,0.291%,brennen davis sea
Eddys Leonard MIL AAA,2B/3B/OF,1.0,1.0,1,1,1.17,0.291%,eddys leonard mil
Carter Baumler TEX,RP,1.0,1.0,1,1,1.1,0.581%,carter baumler
Jahmai Jones BOS,OF,1.0,1.0,1,1,1.0,0.581%,jahmai jones
Aidan Smith TBR A+,OF,1.0,1.0,1,1,1.33,0.291%,aidan smith tbr
Jerar Encarnacion SFG,OF,1.0,1.0,1,1,1.0,0.291%,jerar encarnacion
Juaron Watts-Brown BAL AA,SP,1.0,1.0,1,1,1.25,0.581%,juaron watts brown bal
German Marquez SDP,SP,1.0,1.0,1,1,1.1,0.872%,german marquez
Tre Richardson III STL AA,2B,1.0,1.0,1,1,1.0,0.291%,tre richardson stl
Gavin Cross KCR AAA,OF,1.0,1.0,1,1,1.7,0.291%,gavin cross kcr
Brant Hurter DET,RP,1.0,1.0,1,1,1.1,0.872%,brant hurter
Ethan Frey HOU A+,OF,1.0,1.0,1,1,1.0,0.291%,ethan frey hou
Patrick Copen LAD AA,SP,1.0,1.0,1,1,1.0,0.291%,patrick copen lad
Mason Peters SEA A,SP,1.0,1.0,1,1,1.0,0.291%,mason peters sea a
Kody Huff CLE AAA,C/1B,1.0,1.0,1,1,1.0,0.581%,kody huff cle
William Bergolla Jr. CHW CPX,SS,1.0,1.0,1,1,1.0,0.581%,william bergolla chw
Matt Waldron SDP,SP/RP,1.0,1.0,1,1,1.4,0.291%,matt waldron
Yohan Ramirez PIT,RP,1.0,1.0,1,1,1.3,2.326%,yohan ramirez
Gabriel Rincones Jr. PHI,OF,1.0,1.0,1,1,1.1,0.291%,gabriel rincones
Tyler Kinley ATL,RP,1.0,1.0,1,1,1.0,0.872%,tyler kinley
Mason Englert TBR,SP/RP,1.0,1.0,1,1,1.0,0.291%,mason englert
Walker Janek HOU AA,C,1.0,1.0,1,1,1.0,0.291%,walker janek hou
Greg Weissert BOS,RP,1.0,1.0,1,1,1.3,0.291%,greg weissert
Bo Bonds TOR A+,RP,1.0,1.0,1,1,1.0,0.291%,bo bonds tor
Jimmy Crooks STL,C,1.0,1.0,1,1,1.1,1.453%,jimmy crooks
Hayden Alvarez LAA A,OF,1.0,1.0,1,1,1.0,0.581%,hayden alvarez laa a
Eloy Jimenez TOR AAA,OF,1.0,1.0,1,1,1.0,0.291%,eloy jimenez tor
Darell Hernaiz ATH AAA,2B/SS/3B,1.0,1.0,1,1,1.1,0.291%,darell hernaiz ath
Craig Kimbrel TBR,RP,1.0,1.0,1,1,1.2,0.872%,craig kimbrel
Dakota Jordan SFG AA,OF,1.0,1.0,1,1,1.0,0.291%,dakota jordan sfg
Max Schuemann NYY,2B/SS/3B/OF,1.0,1.0,1,1,1.7,0.581%,max schuemann
William Kempner MIA,RP,1.0,1.0,1,1,1.4,0.581%,william kempner
Brandon Lockridge MIL,OF,1.0,1.0,1,1,1.0,0.291%,brandon lockridge
Daysbel Hernandez ATL AAA,RP,1.0,1.0,1,1,1.0,0.291%,daysbel hernandez atl
Brock Burke CIN,RP,1.0,1.0,1,1,1.1,1.453%,brock burke
Ben Williamson TBR,2B/SS/3B/RP,1.0,1.0,1,1,1.0,0.291%,ben williamson
Johnny Slawinski LAA CPX,SP,1.0,1.0,1,1,1.0,0.291%,johnny slawinski laa
Mickey Gasper BOS AAA,C,1.0,1.0,1,1,1.0,0.872%,mickey gasper bos
Miguel Rojas LAD,2B/SS/3B,1.0,1.0,1,1,1.0,0.872%,miguel rojas
Logan Hughes,Util,1.0,1.0,1,1,1.0,0.291%,logan hughes
Dante Nori PHI AA,OF,1.0,1.0,1,1,1.0,0.581%,dante nori phi
Josh Adamczewski MIL AA,2B/OF,1.0,1.0,1,1,1.1,2.907%,josh adamczewski mil
Cayden Wallace WSN AAA,SS/3B,1.0,1.0,1,1,1.0,0.291%,cayden wallace wsn
Ethan Pecko HOU AAA,SP,1.0,1.0,1,1,1.0,0.291%,ethan pecko hou
Brady Smith LAD A+,SP,1.0,1.0,1,1,1.0,0.291%,brady smith lad
Henry Lalane NYY A+,SP,1.0,1.0,1,1,1.0,0.872%,henry lalane nyy
Darell Morel PIT CPX,SS,1.0,1.0,1,1,1.0,0.291%,darell morel pit
Cole Carlon,RP,1.0,1.0,1,1,1.0,0.581%,cole carlon
Micah Ashman BAL AA,RP,1.0,1.0,1,1,1.0,0.291%,micah ashman bal
Austin Hedges CLE,C,1.0,1.0,1,1,1.3,0.581%,austin hedges
Luis Torrens NYM,C,1.0,1.0,1,1,1.1,0.291%,luis torrens
Kade Strowd ARI AAA,RP,1.0,1.0,1,1,1.5,0.291%,kade strowd ari
Riley Cornelio WSN,SP/RP,1.0,1.0,1,1,1.1,1.744%,riley cornelio
Kody Funderburk MIN,RP,1.0,1.0,1,1,1.5,0.872%,kody funderburk
Yilber Diaz DET AAA,SP/RP,1.0,1.0,1,1,1.3,0.291%,yilber diaz det
Tyler Hardman NYY AAA,1B/3B,1.0,1.0,1,1,1.0,0.291%,tyler hardman nyy
Billy Carlson CHW A,SS,1.0,1.0,1,1,1.0,0.291%,billy carlson chw a
Evan Sisk PIT,RP,1.0,1.0,1,1,1.2,0.581%,evan sisk
JD Dix ARI A+,2B,1.0,1.0,1,1,1.0,0.291%,jd dix ari
Tim Mayza PHI,RP,1.0,1.0,1,1,1.1,0.291%,tim mayza
Tanner Franklin STL A+,SP,1.0,1.0,1,1,1.0,2.907%,tanner franklin stl
Kyle Higashioka TEX,C,1.0,1.0,1,1,1.0,0.291%,kyle higashioka
Jared Triolo PIT,1B/2B/SS/3B,1.0,1.0,1,1,1.4,0.872%,jared triolo
Luis De Leon BAL AA,SP,1.0,1.0,1,1,1.0,1.163%,luis de leon bal
Drey Jameson ARI,RP,1.0,1.0,1,1,1.0,0.291%,drey jameson
Joey Loperfido HOU AAA,OF,1.0,1.0,1,1,1.3,0.291%,joey loperfido hou
Cam Sanders BAL AAA,RP,1.0,1.0,1,1,1.0,0.291%,cam sanders bal
Taijuan Walker LAA CPX,SP/RP,1.0,1.0,1,1,2.4,0.581%,taijuan walker laa
